time,flux,flux_err
3882.3335946016023,,
3882.334983470211,,
3882.3363723388775,,
3882.3377612075456,,
3882.339150076155,,
3882.34053894488,,
3882.3419278135475,,
3882.343316682214,,
3882.3447055509396,,
3882.3460944196067,,
3882.347483288332,,
3882.3488721570575,,
3882.350261025782,,
3882.3516498945082,,
3882.3530387632327,,
3882.3544276320163,,
3882.3558165007425,,
3882.357205369526,,
3882.3585942383097,,
3882.3599831070933,,
3882.3613719758773,,
3882.3627608446604,,
3882.3641497135022,,
3882.365538582286,,
3882.366927451127,,
3882.3683163199685,,
3882.3697051888107,,
3882.371094057652,,
3882.372482926494,,
3882.3738717953365,,
3882.3752606642365,,
3882.376649533136,,
3882.3780384020365,,
3882.3794272709365,,
3882.3808161398365,,
3882.3822050087356,,
3882.3835938776947,,
3882.384982746594,,
3882.386371615552,,
3882.387760484452,,
3882.3891493534684,,
3882.3905382224266,,
3882.3919270913857,,
3882.393315960344,,
3882.3947048293594,,
3882.396093698318,,
3882.397482567335,,
3882.398871436351,,
3882.400260305367,,
3882.4016491743832,,
3882.403038043458,,
3882.404426912474,,
3882.405815781549,,
3882.4072046506235,,
3882.4085935196404,,
3882.4099823887154,,
3882.411371257848,,
3882.412760126922,,
3882.4141489959966,,
3882.4155378651303,,
3882.4169267342622,,
3882.418315603395,,
3882.419704472528,,
3882.4210933416603,,
3882.4224822107926,,
3882.423871079926,,
3882.4252599491174,,
3882.4266488183084,,
3882.4280376874417,,
3882.4294265566323,,
3882.4308154258233,,
3882.4322042950143,,
3882.4335931642636,,
3882.4349820334546,,
3882.4363709027034,,
3882.437759771895,,
3882.439148641202,,
3882.4405375104507,,
3882.441926379701,,
3882.44331524895,,
3882.4447041181993,,
3882.4460929875067,,
3882.447481856814,,
3882.4488707260625,,
3882.450259595371,,
3882.4516484646783,,
3882.4530373340435,,
3882.4544262033505,,
3882.4558150726584,,
3882.4572039420236,,
3882.4585928113897,,
3882.4599816807563,,
3882.4613705501215,,
3882.462759419487,,
3882.464148288853,,
3882.465537158218,,
3882.4669260276414,,
3882.4683148970653,,
3882.469703766432,,
3882.471092635855,,
3882.4724815052787,,
3882.4738703747607,,
3882.4752592441846,,
3882.4766481136085,,
3882.4780369830914,,
3882.4794258525153,,
3882.4808147219965,,
3882.4822035914794,,
3882.4835924609606,,
3882.4849813304427,,
3882.486370199983,,
