# Times (BJD) 	 Diff. Mag. 	 Diff. Mag. Err.
2459628.77784685	0.006211727297772431	0.006243328534930756
2459628.778633892	-0.004787590200548552	0.0065558810139190096
2459628.7794093597	0.0022643033734634035	0.006712393447122367
2459628.7801848277	0.007383498609747888	0.006599066746491815
2459628.7809602953	0.005697161222860012	0.0067576233983901056
2459628.781735763	-0.005491432362157192	0.00662840327572959
2459628.782511231	0.008214622312641345	0.00678324451328014
2459628.7832866986	0.007284678424255411	0.006737663444087124
2459628.7840621667	0.0029649342517893695	0.006798826648714758
2459628.7848376343	0.005400256444196521	0.006741038109720189
2459628.7856131024	-0.005838901544631032	0.006732735961360369
2459628.78638857	-0.0033800632256504723	0.006705715451806164
2459628.7871640376	-0.006982857048232904	0.0065604766372542355
2459628.7879510797	0.00042262168975441415	0.0067517384674975756
2459628.7887381217	-0.004543175773519398	0.006691706486940254
2459628.7895135893	0.0023735220410927398	0.006729558580926987
2459628.790289057	-0.010883055092261402	0.006688626074230527
2459628.791064525	-0.0057240385954235055	0.006565443171699787
2459628.7918399926	0.007932687287908437	0.006779019018037616
2459628.7926270347	-0.003152776125638466	0.006718986117043728
2459628.7933909283	0.0064992311090840745	0.00677407832508705
2459628.7941779704	0.002257197991441693	0.006828864829683648
2459628.794953438	-0.0008797205207480582	0.006732880141966973
2459628.7957289056	-0.0036978652199296134	0.006753321773693179
2459628.7965043737	-0.0020794696161640525	0.006697030653277713
2459628.7972798413	-0.012183311907857252	0.006769687208705435
2459628.798055309	-0.012477658024078532	0.006815905628676366
2459628.798830777	-0.009045762850772902	0.006861038639985494
2459628.7996062445	0.0033545095099672033	0.006893570242382099
2459628.8003817126	0.00783762815904126	0.006903523694685389
2459628.801168754	-0.004864407913236919	0.006961444594127029
2459628.8019442223	-0.011456819955661354	0.0068868255205923904
2459628.80271969	0.0007949570346458862	0.006994627862427344
2459628.8035067315	0.0059030086360176365	0.007088681047495324
2459628.8042821996	-0.0015474676592152875	0.007066840473237411
2459628.805046093	-0.004117834318140233	0.006959999101501589
2459628.805821561	-0.008743604232097168	0.00694815755454483
2459628.806608603	0.007503032303013109	0.006945441292846738
2459628.8073956445	0.0031639334812171025	0.0070357613907359685
2459628.8081711126	-0.010061302429847731	0.006918968898097612
2459628.80894658	0.0031769313542385964	0.006951409901919188
2459628.8097220478	-0.01705360889257206	0.006961464252077292
2459628.810497516	-0.001256279568348968	0.006930049648074861
2459628.8112614094	-0.0030359240251771674	0.0069251003851285905
2459628.812048451	-0.009541182662498641	0.006969599672192935
2459628.812823919	-0.007711213207161595	0.00698056480736818
2459628.8135993867	-0.009774134837213799	0.006929145510970846
2459628.8143748543	0.012869591987594815	0.006997908256324938
2459628.815138748	0.0012261612262019315	0.007047505042306801
2459628.815914216	0.008036589784295885	0.007073254580991741
2459628.8166896836	-0.0014474498311164712	0.00712180612908335
2459628.817465151	0.0036702321483315925	0.007136624638049465
2459628.8182406193	0.003372195594123507	0.007140622960459865
2459628.819016087	0.010858146197001966	0.007183103479086474
2459628.8197799805	-0.01643230304648934	0.007137665769609265
2459628.8205670225	0.0020572057384321083	0.007141475720821677
2459628.821330916	-0.009803836578996727	0.007152778298887239
2459628.8221063837	0.0006940306259276729	0.00715713615646229
2459628.8228818513	0.0034574845234561923	0.007153926357341225
2459628.8236573194	-0.002892815350249269	0.007182759087765305
2459628.824432787	-0.0006751925956772631	0.007088168452084555
2459628.8252082546	-0.0007941061557398722	0.007229588550191849
2459628.825972148	0.00887271728096989	0.007219018333354977
2459628.8267707643	-0.006154082588080953	0.007291627311099551
2459628.827546232	0.000785607806539444	0.00734860264264648
2459628.828333274	0.0010148284378012767	0.007378549102556541
2459628.8291087416	-0.0046375266318602025	0.007334905264256646
2459628.829884209	-0.007539356059727952	0.007297479392738478
2459628.8306596773	0.000675612742609885	0.0073797551234696685
2459628.831435145	0.008228092901557963	0.007363336617814884
