# Times (BJD) 	 Diff. Mag. 	 Diff. Mag. Err.
2459710.4749881956	0.0036855621477487263	0.0044556113695156125
2459710.4767705724	-0.00010380132478562642	0.004485717345813954
2459710.4784950796	-0.0036535448582244723	0.00452449320360748
2459710.4802311608	0.001199613399611873	0.004511485134348228
2459710.481955668	0.004623345859688861	0.004549302793701413
2459710.483691749	0.002649938738269742	0.004524934030657123
2459710.4854162564	0.00010381124961377393	0.004534540375064409
2459710.4871407636	-0.00045562353699776293	0.004540767210258696
2459710.4888768443	-0.0008061920803487831	0.004495500286003693
2459710.4906013515	-0.004363679429019259	0.004553543920656831
2459710.4923258587	-0.0010416539671225032	0.0045241760007759
2459710.494050366	-0.0020802784509813257	0.0045011064660450345
2459710.495774873	-0.005079944652365644	0.004495299502097073
2459710.4974993803	-0.0019147793231501452	0.004518907900208886
2459710.499235461	-0.0012393733041899473	0.004524691156906585
2459710.500959968	-0.0009158762244627687	0.004581304570766043
2459710.5026844754	0.000131798706748124	0.004585553581525238
2459710.5044089826	0.0005447627653603886	0.004578063313858424
2459710.5061450633	-0.004466473843393499	0.004611985212542244
2459710.5078695705	-0.0008542046211548764	0.004765084398998718
2459710.5095940777	-0.00037992432158491155	0.004739468913399138
2459710.5113185844	-0.00306772958565289	0.004715238767884726
2459710.5130546656	-0.003252382594360256	0.004787521021152782
2459710.5147791724	-0.0016933942311440921	0.004748767848692676
2459710.5165036796	0.0014141180206687976	0.004741069773779401
2459710.5182281868	-0.0028107191316585718	0.004821277539418403
2459710.5199642675	0.0019702454241342904	0.0047900379879340675
2459710.5216887747	-0.0023560639586813034	0.004840041164313266
2459710.5234132814	0.0015374735689038732	0.004863596178136657
2459710.5251377886	-0.004802547370335612	0.004846986531908757
2459710.5268738694	-0.006989609581073299	0.004812732230765074
2459710.5285983765	0.002488530315102437	0.004801591627768975
2459710.5303228833	-0.006122116002621929	0.004800611049349663
2459710.5320473905	0.002564955136530284	0.004855493937358794
2459710.533771897	-0.0013832591912914382	0.004843382922101295
2459710.535507978	0.0012845968193443543	0.0048441537646398925
2459710.537232485	-0.005583517072368268	0.004811676546005163
2459710.538956992	-0.0043901752857084765	0.004896871886105432
2459710.5406930726	-0.007393848332293108	0.004936375747793141
2459710.54241758	-0.0045115861949969254	0.004933277720671924
2459710.5441420865	-0.008932981145137166	0.00496756027359718
2459710.5458665937	0.002759701584665794	0.004986338709511356
2459710.5476026745	-0.002291302060451911	0.004969593991792056
2459710.549327181	0.0019925636427183123	0.0049691370488847714
2459710.551051688	-0.004591877502435551	0.0050261794275641165
2459710.552776195	0.0009867027191305896	0.0049977541557917355
2459710.554500702	5.339674823855357e-05	0.0050398540176220296
2459710.5562367826	-0.003884255967476718	0.005086134037486002
2459710.5579612893	-0.006630315894945083	0.005082692555681325
2459710.5596857965	-0.008761895289496679	0.005031577627319764
2459710.5614218772	-0.003901014921561854	0.004997558543701857
2459710.563146384	-0.002470548770949468	0.005034508197354475
2459710.5648708907	-0.003179201849237421	0.0049972690888139834
2459710.5665953974	-0.0007198324522851077	0.005026325646232948
2459710.5683199046	-0.0033438191240928346	0.00500093108245927
2459710.5700444113	-0.0012303334487721016	0.005095758632540843
2459710.571780492	-0.008026412800583074	0.005069870445134881
2459710.573504999	-0.005288410952086816	0.005082426834599833
2459710.5752295055	-0.010149464379047159	0.0051412085095695085
2459710.5769540123	-0.006637524094882753	0.005139103240266982
2459710.5786785195	-0.015379268801774499	0.005193246515574584
2459710.580403026	-0.006427902556699278	0.0052743707942886405
2459710.582139107	-0.009164564835415041	0.005310846284527444
2459710.5838636137	-0.007050377609309896	0.005278372493294535
2459710.5855881204	-0.006701893184630662	0.005366179773819042
2459710.587312627	-0.00619416368732602	0.005413916419391925
2459710.589048708	-0.0034660687151483534	0.005392723596133011
2459710.5907732146	0.002653129045613947	0.005952923091960092
2459710.5924977213	0.0051467381251504695	0.005631799104153001
2459710.594233802	0.006567098031355342	0.005690158252436169
2459710.595958309	0.009482098941860162	0.005603891309350216
2459710.5976943895	0.0062332998416167774	0.005677048940596955
2459710.5994188963	0.00423836152085947	0.006047504742348343
2459710.601143403	0.0020814546825424266	0.006149517936995977
2459710.6028794837	0.00751977299453505	0.006239623656487272
2459710.6046039904	-0.0012954845913569284	0.006342630374170635
