eclipser,nr,tt,tt_err,target,sector,author,exptime,index,t1,t4,t0,t5,n0,n1,n2,n3,lower,upper,comment,file
TOI4504c,31,2460970.0865,0.006,TIC349972412,97,SPOC,120,,2460969.96,2460970.23,2460969.86,2460970.31,2460964.9,2460969.9,2460970.29,2460975.29,0.0,2.0,,../data/TOI-4504/fluxdata/download/97_SPOC_120.csv
