time,flux,flux_err,flux_err_local
2458401.1979108644,1.00228315319114,0.02,0.0019388241909134574
2458401.218744474,1.002295051904889,0.02,0.0019388241909134574
2458401.2395780836,0.9985210598734277,0.02,0.0019388241909134574
2458401.260411693,0.9936721840369056,0.02,0.0019388241909134574
2458401.2812453024,0.9874301088052382,0.02,0.0019388241909134574
2458401.3020789116,0.9866833395309966,0.02,0.0019388241909134574
2458401.322912521,0.986330637658069,0.02,0.0019388241909134574
2458401.3437461304,0.9853581127880076,0.02,0.0019388241909134574
2458401.3645797395,0.982910947326594,0.02,0.0019388241909134574
2458401.3854133487,0.983629269675948,0.02,0.0019388241909134574
2458401.406246958,0.9822228217129728,0.02,0.0019388241909134574
2458401.427080567,0.9846358608634406,0.02,0.0019388241909134574
2458401.447914176,0.9846358608634406,0.02,0.0019388241909134574
2458401.468747785,0.9864030698281516,0.02,0.0019388241909134574
2458401.489581394,0.9854300750088915,0.02,0.0019388241909134574
2458401.5104150027,0.9893392124311361,0.02,0.0019388241909134574
2458401.5312486114,0.988478915429242,0.02,0.0019388241909134574
2458401.55208222,0.9948189600704164,0.02,0.0019388241909134574
2458401.572915829,1.0038691817414538,0.02,0.0019388241909134574
2458401.5937494375,0.9985790236075479,0.02,0.0019388241909134574
2458401.614583046,0.9985546562416602,0.02,0.0019388241909134574
2458482.99054509,1.00133945782825,0.0012770280347282371,0.0013791427624222897
2458483.01137884,1.0001849821292783,0.0012770280347282371,0.0013791427624222897
2458483.03221259,0.9992366599477928,0.0012770280347282371,0.0013791427624222897
2458483.0530463397,0.9990605784021258,0.0012770280347282371,0.0013791427624222897
2458483.073880089,0.9929473075549565,0.0012770280347282371,0.0013791427624222897
2458483.0947138383,0.9889897480577802,0.0012770280347282371,0.0013791427624222897
2458483.1155475876,0.9871724288961629,0.0012770280347282371,0.0013791427624222897
2458483.1363813365,0.9885451189034465,0.0012770280347282371,0.0013791427624222897
2458483.1572150853,0.9873725920208588,0.0012770280347282371,0.0013791427624222897
2458483.178048834,0.9880828885950053,0.0012770280347282371,0.0013791427624222897
2458483.1988825826,0.9872089312896247,0.0012770280347282371,0.0013791427624222897
2458483.219716331,0.9876134078111503,0.0012770280347282371,0.0013791427624222897
2458483.240550079,0.9877605174571297,0.0012770280347282371,0.0013791427624222897
2458483.261383827,0.9863069721481639,0.0012770280347282371,0.0013791427624222897
2458483.282217575,0.9888330377822874,0.0012770280347282371,0.0013791427624222897
2458483.3030513222,0.987777628579106,0.0012770280347282371,0.0013791427624222897
2458483.3238850697,0.9903539675096497,0.0012770280347282371,0.0013791427624222897
2458483.344718817,0.9906241152232352,0.0012770280347282371,0.0013791427624222897
2458483.365552564,0.9970954795505942,0.0012770280347282371,0.0013791427624222897
2458483.3863863107,0.9996422465421058,0.0012770280347282371,0.0013791427624222897
2458483.4072200577,1.0007948221164864,0.0012770280347282371,0.0013791427624222897
2458483.428053804,0.9976335148295674,0.0012770280347282371,0.0013791427624222897
2458505.511724541,0.9979425378984866,0.001242649186146506,0.0015483231081203372
2458505.532558212,1.000321606541139,0.001242649186146506,0.0015483231081203372
2458505.553391883,1.0020218124612987,0.001242649186146506,0.0015483231081203372
2458505.5742255542,1.0015588469990622,0.001242649186146506,0.0015483231081203372
2458505.595059226,1.0002938146174722,0.001242649186146506,0.0015483231081203372
2458505.615892897,0.9974423032666707,0.001242649186146506,0.0015483231081203372
2458505.636726568,1.000570634173709,0.001242649186146506,0.0015483231081203372
2458505.6575602395,0.9999880034861869,0.001242649186146506,0.0015483231081203372
2458505.6783939106,1.000329504246066,0.001242649186146506,0.0015483231081203372
2458505.6992275817,1.0037092221000579,0.001242649186146506,0.0015483231081203372
2458505.7200612533,0.9985406240946382,0.001242649186146506,0.0015483231081203372
2458505.7408949244,0.9983634755739983,0.001242649186146506,0.0015483231081203372
2458505.7617285955,1.0012252439441098,0.001242649186146506,0.0015483231081203372
2458505.7825622666,1.001383897839288,0.001242649186146506,0.0015483231081203372
2458505.8033959377,0.9980822572960297,0.001242649186146506,0.0015483231081203372
2458505.824229609,1.0008950399014047,0.001242649186146506,0.0015483231081203372
2458505.84506328,0.9990830664608864,0.001242649186146506,0.0015483231081203372
2458505.865896951,1.0012041500739886,0.001242649186146506,0.0015483231081203372
2458505.886730622,1.0007727754314595,0.001242649186146506,0.0015483231081203372
2458505.907564293,1.0002850171740092,0.001242649186146506,0.0015483231081203372
2458505.9283979638,0.9987121142595962,0.001242649186146506,0.0015483231081203372
2458505.949231635,1.0004525684835985,0.001242649186146506,0.0015483231081203372
2458547.220409136,0.9992963037070524,0.0012397254171525184,0.013463808773477486
2458547.241242536,0.9999871006178804,0.0012397254171525184,0.013463808773477486
2458547.2620759355,1.0020616012493002,0.0012397254171525184,0.013463808773477486
2458547.2829093346,1.001292638082636,0.0012397254171525184,0.013463808773477486
2458547.303742734,1.000586671898416,0.0012397254171525184,0.013463808773477486
2458547.3245761325,1.003413936472443,0.0012397254171525184,0.013463808773477486
2458547.345409531,0.997461221607485,0.0012397254171525184,0.013463808773477486
2458547.3662429294,1.0001858910958163,0.0012397254171525184,0.013463808773477486
2458547.3870763276,1.0005839720277399,0.0012397254171525184,0.013463808773477486
2458547.4079097253,0.997921499560171,0.0012397254171525184,0.013463808773477486
2458547.4287431226,0.9989588498710912,0.0012397254171525184,0.013463808773477486
2458547.44957652,1.0012213414977422,0.0012397254171525184,0.013463808773477486
2458547.4704099167,0.9992352366321653,0.0012397254171525184,0.013463808773477486
2458547.4912433135,1.000734864799976,0.0012397254171525184,0.013463808773477486
