time,flux,flux_err
2459174.228324072,0.9993549087117221,0.0044786274529512475
2459174.229712989,0.9869254325500745,0.004464821455586766
2459174.232490823,0.9939231137780726,0.00446401219204494
2459174.2352686576,0.9959156030907682,0.004462424398934968
2459174.2366575743,1.0049905014624732,0.004472645796945468
2459174.2380464915,0.9933183568032647,0.004466668908893677
2459174.2394354087,0.9968262823025661,0.0044695747835542185
2459174.2422132427,0.9999978093184378,0.004466261442123095
2459174.24360216,1.0001131422595102,0.0044724059173144
2459174.2449910766,0.9968359470741643,0.004467449822438816
2459174.246379994,0.9945912072227545,0.004469870847724179
2459174.247768911,1.0052698133616627,0.004474875395321374
2459174.249157828,0.9982822479279374,0.004467648014688391
2459174.250546745,0.998420518593603,0.004470288043698169
2459174.2519356622,0.9985665210765473,0.004468567521058248
2459174.253324579,1.0010361279471434,0.00446134258883407
2459174.254713496,1.0033198490439996,0.004470417100614911
2459174.2561024134,0.9976044897116574,0.0044683512234698795
2459174.2588802474,1.0054384958419575,0.0044613213907683654
2459174.2602691646,0.9976509450471396,0.004475784721465149
2459174.261658082,0.9981398536263898,0.0044639067171708974
2459174.2630469985,1.0012941773488166,0.004469665632407242
2459174.2644359157,0.9919509204857334,0.004463254216224394
2459174.265824833,0.9955051080250852,0.004470558012984814
2459174.2672137497,0.9978189187775172,0.004471088931104611
2459174.268602667,1.0057250241039404,0.004471491629921205
2459174.269991584,1.0071043803064428,0.00447382831396642
2459174.271380501,0.9966735144795031,0.0044661299367975485
2459174.272769418,1.003150522245598,0.0044735083455947075
2459174.2741583353,0.9935188041662124,0.004480470202735981
2459174.275547252,1.0069483264610364,0.004477812390546462
2459174.2769361692,0.9932387835171057,0.0044748797122526884
2459174.2783250865,1.0029371240887086,0.004471350202096817
2459174.279714003,0.9966539916408746,0.004468322873473192
2459174.2811029204,1.0051533206479983,0.0044743788193566565
2459174.2824918376,1.002731071158234,0.004477400026958269
2459174.2838807544,1.001456030057182,0.004470023228956377
2459174.2852696716,0.9963090237266277,0.004467325082453388
2459174.286658589,1.0022457063285697,0.004470378892551193
2459174.2880475055,0.9993072291718373,0.004472092456555563
