eclipser,tt,tt_err
TOI-4504c,2458401.4086,0.041666667
TOI-4504c,2460718.6126,0.006944444
TOI-4504d,2460695.5346,0.006944444
TOI-4504d,2460736.6349,0.006944444
TOI-4504d,2460859.2275,0.006944444
