10000,1119,963,965,972,971,1013,1065,1013,953,983,1012,990,981,942,940,978,9,10,10,10,10,10,9,10,10,10,10,10,10,11,11,10
20000,2279,1899,2381,2218,2221,2282,2281,2241,2073,2122,2203,2147,2329,2208,2289,2282,9,11,8,9,9,9,9,9,10,9,9,9,9,9,9,9
30000,3414,3002,3550,3326,3439,3370,3286,3372,3301,3360,3153,3250,3386,3228,3345,3273,9,10,8,9,9,9,9,9,9,9,10,9,9,9,9,9
40000,4524,4108,4769,4418,4686,4476,4315,4629,4571,4629,4318,4200,4565,4449,4432,4326,9,10,8,9,9,9,9,9,9,9,9,10,9,9,9,9
50000,5967,5196,5914,5762,5953,5515,5328,5883,5711,5986,5427,5445,5897,5760,5479,5371,8,10,8,9,8,9,9,8,9,8,9,9,8,9,9,9
60000,7299,6235,7044,7063,7174,6449,6463,6879,6746,7065,6518,6630,7004,6748,6521,6319,8,10,9,8,8,9,9,9,9,8,9,9,9,9,9,9
70000,8349,7127,8154,8340,8384,7667,7616,8067,7548,8256,7534,8070,8056,7775,7595,7305,8,10,9,8,8,9,9,9,9,8,9,9,9,9,9,10
80000,9482,8198,9323,9642,9692,9096,8857,9282,8562,9470,8818,9351,9236,9096,8837,8562,8,10,9,8,8,9,9,9,9,8,9,9,9,9,9,9
90000,10636,9323,10404,10877,10832,10395,9979,10410,9660,10633,10059,10463,10406,10237,10136,9900,8,10,9,8,8,9,9,9,9,8,9,9,9,9,9,9
100000,11727,10652,11571,12034,11939,11660,11023,11615,10705,11766,11205,11478,11453,11391,11515,11209,9,9,9,8,8,9,9,9,9,8,9,9,9,9,9,9
110000,12734,11859,12641,13137,13024,12894,12077,12742,11695,12754,12324,12551,12465,12492,12760,12360,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9
120000,13712,12838,13731,14076,14165,14008,13199,13961,12658,13736,13587,13619,13626,13632,13834,13381,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9
130000,14639,13932,14810,15067,15308,15098,14094,15126,13541,14764,14811,14754,14732,14722,14837,14340,9,9,9,9,8,9,9,9,10,9,9,9,9,9,9,9
140000,15470,14929,15658,15944,16268,16309,15054,16403,14467,15794,15945,15920,15795,15961,15804,15247,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9
150000,16310,15643,16619,16767,17288,17468,16196,17645,15509,17010,17209,16983,16983,17346,16948,16360,9,10,9,9,9,9,9,9,10,9,9,9,9,9,9,9
160000,17614,16658,17825,17980,18475,18740,17258,18817,16591,18232,18573,18171,18408,18776,18270,17647,9,10,9,9,9,9,9,9,10,9,9,9,9,9,9,9
170000,19072,17827,19294,19274,19733,19922,18250,19890,17658,19431,19982,19305,19950,20129,19577,18957,9,10,9,9,9,9,9,9,10,9,9,9,9,8,9,9
180000,20440,19049,20736,20417,20973,20922,19173,20767,18744,20397,21481,20304,21430,21426,20832,20253,9,9,9,9,9,9,9,9,10,9,8,9,8,8,9,9
190000,21772,20374,22097,21533,22137,22139,20168,21728,19989,21499,22946,21380,22870,22701,21999,21465,9,9,9,9,9,9,9,9,10,9,8,9,8,8,9,9
200000,23233,21717,23296,22858,23372,23249,21140,22688,21265,22593,24363,22497,24238,23866,23294,22800,9,9,9,9,9,9,9,9,9,9,8,9,8,8,9,9
210000,24845,23182,24424,24278,24664,24405,22244,23749,22744,23787,25749,23835,25501,24851,24542,24141,8,9,9,9,9,9,9,9,9,9,8,9,8,8,9,9
220000,26254,24617,25346,25585,25828,25631,23376,24833,24114,24953,26979,25226,26622,25727,25543,25230,8,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9
230000,27631,26027,26237,26920,26913,26872,24586,25913,25277,26155,28243,26620,27778,26615,26542,26239,8,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9
240000,28968,27427,27076,28224,28020,28187,25746,27057,26358,27323,29573,27934,29038,27472,27522,27247,8,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9
250000,30230,28749,28035,29483,29057,29472,26814,28121,27484,28410,30827,29160,30284,28322,28514,28286,8,9,9,8,9,8,9,9,9,9,8,9,8,9,9,9
260000,31404,30130,29098,30742,30178,30784,27933,29242,28548,29489,32123,30475,31520,29268,29619,29452,8,9,9,8,9,8,9,9,9,9,8,9,8,9,9,9
270000,32568,31617,30128,32052,31388,32026,29075,30385,29574,30512,33502,31795,32794,30330,30819,30710,8,9,9,8,9,8,9,9,9,9,8,8,8,9,9,9
280000,33609,32996,31039,33307,32506,32995,30084,31366,30608,31307,34764,33070,33988,31307,31854,31811,8,8,9,8,9,8,9,9,9,9,8,8,8,9,9,9
290000,34671,34320,31857,34550,33594,33950,31078,32276,31650,32116,35985,34217,35080,32334,32870,32907,8,8,9,8,9,9,9,9,9,9,8,8,8,9,9,9
300000,35708,35648,32822,35714,34649,34892,32022,33349,32766,32976,37160,35431,36179,33470,33863,33964,8,8,9,8,9,9,9,9,9,9,8,8,8,9,9,9
310000,36495,36816,33836,36756,35530,35775,33011,34405,33854,33835,38237,36590,37158,34587,34715,34836,8,8,9,8,9,9,9,9,9,9,8,8,8,9,9,9
320000,37385,38099,34866,37814,36470,36734,33995,35440,35008,34741,39285,37764,38101,35736,35557,35747,9,8,9,8,9,9,9,9,9,9,8,8,8,9,9,9
330000,38329,39449,35861,38844,37461,37703,35099,36513,36138,35715,40401,39094,39107,36928,36470,36737,9,8,9,8,9,9,9,9,9,9,8,8,8,9,9,9
340000,39305,40749,36912,39975,38450,38738,36286,37567,37312,36719,41553,40450,40202,38101,37444,37804,9,8,9,9,9,9,9,9,9,9,8,8,8,9,9,9
350000,40352,42081,38020,40992,39400,39779,37436,38643,38605,37698,42655,41787,41196,39108,38346,38818,9,8,9,9,9,9,9,9,9,9,8,8,8,9,9,9
360000,41483,43441,39097,42063,40377,40824,38493,39676,39917,38620,43776,43043,42167,40119,39226,39829,9,8,9,9,9,9,9,9,9,9,8,8,9,9,9,9
370000,42493,44668,40111,43103,41324,41910,39521,40709,41009,39502,44870,44243,43150,41178,40202,40916,9,8,9,9,9,9,9,9,9,9,8,8,9,9,9,9
380000,43446,45785,41009,43947,41974,42728,40303,41611,42022,40165,45990,45192,44117,42180,41063,41950,9,8,9,9,9,9,9,9,9,9,8,8,9,9,9,9
