390000,44370,46934,42005,44870,42910,43613,40977,42646,42956,40818,47061,46197,45106,43168,41981,42975,9,8,9,9,9,9,10,9,9,10,8,8,9,9,9,9
400000,45470,48121,43171,46104,44020,44821,41907,43896,44076,41762,48236,47269,46210,44455,43179,44224,9,8,9,9,9,9,10,9,9,10,8,8,9,9,9,9
410000,46617,49313,44349,47262,45176,45996,43055,45123,45196,42691,49433,48346,47374,45766,44350,45431,9,8,9,9,9,9,10,9,9,10,8,8,9,9,9,9
420000,47818,50498,45491,48503,46399,47203,44263,46422,46273,43742,50637,49504,48546,47150,45456,46618,9,8,9,9,9,9,9,9,9,10,8,8,9,9,9,9
430000,49122,51742,46707,49679,47649,48426,45528,47707,47452,44844,51890,50683,49820,48500,46618,47884,9,8,9,9,9,9,9,9,9,10,8,8,9,9,9,9
440000,50445,53001,47891,50885,48878,49623,46829,49037,48627,45882,53146,51917,51064,49797,47863,49194,9,8,9,9,9,9,9,9,9,10,8,8,9,9,9,9
450000,51732,54192,49058,52122,50133,50702,48068,50309,49761,46848,54331,53125,52222,50971,49107,50454,9,8,9,9,9,9,9,9,9,10,8,8,9,9,9,9
460000,53093,55479,50314,53313,51452,51929,49438,51720,50965,48037,55478,54224,53440,52307,50444,51800,9,8,9,9,9,9,9,9,9,10,8,8,9,9,9,9
470000,54298,56677,51385,54452,52573,52991,50760,52987,52069,49022,56428,55327,54451,53474,51578,52923,9,8,9,9,9,9,9,9,9,10,8,8,9,9,9,9
480000,55589,57931,52423,55601,53868,54094,52036,54141,53365,50017,57423,56467,55543,54697,52761,54105,9,8,9,9,9,9,9,9,9,10,8,9,9,9,9,9
490000,56895,59086,53406,56756,55107,55152,53256,55194,54620,51011,58402,57606,56555,55853,53895,55247,9,8,9,9,9,9,9,9,9,10,8,9,9,9,9,9
500000,58108,60269,54395,57818,56259,56181,54404,56186,55846,51891,59426,58677,57614,56976,55029,56384,9,8,9,9,9,9,9,9,9,10,8,9,9,9,9,9
510000,59179,61422,55466,58943,57297,57109,55533,57254,56990,52670,60411,59697,58568,58076,56006,57353,9,8,9,9,9,9,9,9,9,10,8,9,9,9,9,9
520000,60275,62540,56631,60127,58362,58182,56785,58393,58187,53426,61393,60670,59505,59221,57012,58327,9,8,9,9,9,9,9,9,9,10,8,9,9,9,9,9
530000,61432,63643,57816,61275,59469,59464,58042,59491,59442,54301,62363,61638,60546,60490,58110,59370,9,8,9,9,9,9,9,9,9,10,8,9,9,9,9,9
540000,62540,64736,59043,62457,60544,60764,59273,60664,60646,55196,63404,62616,61648,61766,59207,60400,9,8,9,9,9,9,9,9,9,10,9,9,9,9,9,9
550000,63721,65768,60308,63632,61590,62140,60641,61939,61901,56175,64455,63567,62799,63148,60251,61350,9,8,9,9,9,9,9,9,9,10,9,9,9,9,9,9
560000,64717,66725,61593,64742,62627,63400,61932,63243,63030,57066,65380,64558,63805,64460,61214,62178,9,8,9,9,9,9,9,9,9,10,9,9,9,9,9,9
570000,65558,67562,62810,65803,63555,64384,63004,64456,63927,57996,66227,65616,64703,65491,61930,62787,9,8,9,9,9,9,9,9,9,10,9,9,9,9,9,9
580000,66541,68354,63981,66900,64524,65387,64152,65671,64844,58952,67034,66684,65520,66534,62568,63321,9,8,9,9,9,9,9,9,9,10,9,9,9,9,9,9
590000,67558,69113,65099,67913,65486,66456,65350,66941,65798,60018,67872,67794,66523,67668,63269,63957,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9
600000,68601,69875,66225,68947,66385,67636,66636,68195,66747,61039,68760,68812,67527,68907,64145,64781,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9
610000,69638,70690,67242,69972,67268,68702,67789,69443,67676,61902,69636,69804,68457,70019,65044,65687,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9
620000,70609,71506,68227,70966,68063,69736,68956,70643,68658,62794,70479,70849,69377,71047,65915,66629,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9
630000,71654,72346,69102,72067,68764,70722,70138,71789,69539,63736,71263,71890,70258,72086,66811,67575,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9
640000,72630,73209,69956,73193,69606,71630,71357,72832,70480,64613,71978,72939,71007,73036,67607,68451,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9
650000,73673,74179,70922,74326,70482,72638,72654,73981,71426,65541,72848,74010,71940,74127,68505,69413,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9
660000,74729,75204,71880,75313,71366,73662,73982,75121,72391,66466,73780,75122,72901,75151,69363,70392,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9
670000,75794,76217,72810,76232,72294,74631,75293,76225,73361,67393,74764,76310,73866,76109,70168,71337,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9
680000,76873,77241,73774,77196,73263,75578,76629,77383,74301,68426,75753,77541,74823,77073,70936,72253,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9
690000,77946,78218,74748,78152,74192,76560,77977,78579,75290,69492,76743,78736,75743,78048,71687,73177,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9
700000,78946,79244,75687,79158,75107,77516,79280,79768,76307,70530,77649,79862,76614,78990,72415,74140,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9
710000,79927,80328,76615,80204,76106,78440,80423,80860,77362,71454,78541,80994,77549,79867,73124,75101,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9
720000,80768,81440,77443,81385,77036,79153,81490,81788,78335,72333,79423,82200,78526,80570,73856,76075,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9
730000,81706,82628,78385,82581,78002,79961,82642,82797,79362,73273,80376,83431,79555,81425,74682,77108,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9
