time,flux,flux_err,flux_err_local
2460182.353528582,0.9978968559087366,0.0052393456683458165,
2460182.3549174666,0.9990161223643438,0.005244211703735326,
2460182.356306351,0.9985849274096967,0.005232366405677442,
2460182.357695235,1.004565073450148,0.0052335065564051075,
2460182.3590841196,1.0003658337094408,0.005224440171797938,
2460182.3604730037,0.9970811945581721,0.005215634187957991,
2460182.361861888,0.9990513645734416,0.00521184760838048,
2460182.3632507725,0.9993027589983394,0.005211634001435338,
2460182.3646396566,0.9961878698208922,0.005204930345894777,
2460182.366028541,0.9957276326754146,0.0051946683367122895,
2460182.3674174254,1.0003226293716208,0.005196484746274531,
2460182.3688063095,1.002143998948477,0.0051894994793779394,
2460182.370195194,1.0009201806058796,0.005191979225631424,
2460182.3715840783,1.0034024068666703,0.005196164825331943,
2460182.3729729624,1.0012502826310958,0.005175805923242925,
2460182.374361847,0.9968396548991517,0.00517129407205485,
2460182.375750731,1.0000921844821309,0.005165554356196467,
2460182.377139616,1.0066840439038305,0.005170997972235078,
2460182.3785285,0.9984902302885839,0.005157380970009827,
2460182.379917384,0.9928640726595153,0.005149765193887134,
2460182.3813062687,1.0025898128935646,0.005147469229227761,
2460182.382695153,0.9976904931954637,0.0051400990390918005,
2460182.3840840375,0.9945632692448323,0.005142687644613387,
2460182.3854729217,1.007717358527249,0.005143053902534604,
2460182.3868618063,0.9966490859166226,0.005124968383985797,
2460182.3882506904,1.005423482295081,0.005124321624185501,
2460182.389639575,0.9948527122028858,0.005118181909253857,
2460182.391028459,1.0031251681551008,0.0051161454316748034,
2460182.392417344,1.001613473174854,0.005112601435969915,
2460182.393806228,0.9990437287614703,0.005104670176812447,
2460182.3951951126,0.996972661606821,0.005096264909942614,
2460182.3965839967,0.9942178955956735,0.005095904003616112,
2460182.3979728813,0.9919218004095994,0.005088409421534707,
2460182.3993617655,1.0036748813536767,0.00508205642597467,
2460182.40075065,0.9950452390859202,0.005076900621310358,
2460182.4021395342,0.9986065948419569,0.005073451910096733,
2460182.403528419,1.0009655386342555,0.005070817881283421,
2460182.404917303,0.9959740018223486,0.005062429778674685,
2460182.4063061876,0.9960589094409342,0.0050623247046808935,
2460182.4076950722,1.0074141450023073,0.005059288849420516,
2460182.4090839564,0.9982000694336783,0.005052100156661409,
2460182.410472841,0.9958641636039937,0.005054912484947416,
2460182.411861725,0.9959952776745076,0.0050375882633784735,
2460182.4132506098,0.9973419869054962,0.005036236985712972,
2460182.4146394944,0.9973607174869982,0.005027759929157939,
2460182.4160283785,0.9881917388933444,0.005017545758011133,
2460182.417417263,1.0043805739591858,0.005019044008741243,
2460182.4188061478,1.0052670460446969,0.005026181861350558,
2460182.420195032,0.9934679544387416,0.005005565495345076,
2460182.4215839165,0.9989378716074765,0.005001644799582942,
2460182.422972801,0.9965388561181666,0.004998911113633903,
2460182.4243616853,1.002957767661886,0.0050002078964020025,
2460182.42575057,1.001481184364037,0.004989910906063817,
2460182.4271394545,0.9941347500875426,0.004981107728547929,
2460182.4285283387,0.9963044954276661,0.004976550127751377,
2460182.4299172233,0.9986269570072134,0.00497446196159898,
2460182.431306108,0.9971696263976677,0.004973357901503965,
2460182.5007503363,0.9968949329567551,0.004821006288417476,
2460182.502139221,1.0041944428844691,0.004827800855804837,
2460182.503528106,1.0078389441486364,0.004830627607291235,
2460182.5049169906,1.0067500251508636,0.004832260169996017,
2460182.5063058753,0.9965463614034376,0.004816150042530494,
2460182.50769476,0.9958913784210193,0.004816262621809556,
2460182.5090836445,1.0000189590032278,0.0048234321271437095,
2460182.510472529,1.0014510326962531,0.0048152330924604485,
2460182.5118614137,1.0054539602796158,0.004821781617017628,
2460182.513250299,0.9997726551196439,0.004819125398665253,
2460182.5146391834,1.0029267023072,0.004826196030023882,
2460182.516028068,0.9939261684203636,0.0048137796776519136,
2460182.5174169526,0.9981621514272231,0.00481701693561095,
2460182.5188058373,1.00321138104069,0.004822818651652006,
2460182.520194722,0.9972399150258129,0.004813571030721385,
2460182.5215836065,1.0019846911106847,0.004817734897726294,
2460182.5229724916,1.005946502783433,0.004827478846435043,
2460182.524361376,1.0002052206046448,0.00482225444998969,
2460182.525750261,1.006627721632624,0.004821982432346135,
2460182.5271391454,0.9984628849448579,0.00482015760381172,
2460182.52852803,1.0044809489917645,0.0048227174934592255,
2460182.529916915,1.0000425843359932,0.004820760702430743,
2460182.5313057997,1.0031024565092377,0.004828502697872686,
2460182.5326946843,0.9992070176636237,0.004826624614444522,
2460182.534083569,1.0080512458267759,0.00482950227134406,
2460182.535472454,1.0005415226481285,0.004818434912420337,
2460182.5368613387,1.0068502696567418,0.004830622582013271,
2460182.5382502233,1.0111237790899554,0.004825095037306326,
2460182.539639108,1.0086093779975254,0.004831877204657153,
2460182.5410279925,1.0002153364239228,0.004815372233923035,
2460182.5424168776,0.9911289812315985,0.0048097712026837856,
2460182.543805762,1.0065054833777347,0.004821827953996257,
2460182.545194647,0.9979934456670048,0.00482607986126056,
2460182.5465835314,1.0002286501473598,0.004812681948101866,
2460182.5479724165,1.0057030704872572,0.004822705746056193,
2460182.549361301,1.0070664871358923,0.004823642079341242,
2460182.5507501857,0.9925002294822551,0.004807478696981972,
2460182.552139071,1.0028064219528159,0.004822080196844707,
2460182.5535279554,0.9947009096503644,0.00480959264215769,
2460182.55491684,0.9996865074974048,0.0048102802568151986,
2460182.5563057247,1.0009507891171145,0.0048205748976727775,
2460182.5576946097,1.0043997613841391,0.004826801412860163,
2460182.5590834944,0.9959816376343197,0.004813517971617687,
2460182.5604723794,0.9978819758648952,0.004814121657606863,
2460182.561861264,0.9977066132429584,0.004814136472387354,
2460182.5632501487,0.9990233013328637,0.004816856387769505,
2460182.5646390337,1.0078989211674532,0.004821993722905716,
2460182.5660279184,0.9947397413437222,0.0048182136696632225,
2460182.567416803,1.0000851360403114,0.00481140082853781,
2460182.568805688,1.0008463024934746,0.004817411583089497,
2460182.5701945727,1.0008252224313658,0.0048188421557254675,
2460182.5715834573,0.9961825834895276,0.0048137444354428155,
2460182.5729723424,0.9988726735206456,0.004817196540350649,
2460182.574361227,1.0065315234544572,0.004820545529165196,
2460182.575750112,1.0077859503082895,0.004823025928052182,
2460182.5771389967,0.9941315521833838,0.004817331961802275,
2460182.5785278813,0.9991881565554214,0.004816778528592739,
2460182.5799167664,0.9985056977025767,0.00481835659640012,
2460182.581305651,1.000588577523609,0.004813988977215944,
2460182.582694536,1.0001068034725715,0.0048148124049051805,
2460182.5840834207,1.000411713844618,0.0048146309727916765,
2460182.585472306,1.0002947619210933,0.004821432458094159,
2460182.5868611904,0.9943974350720219,0.004813748090190426,
2460182.5882500755,1.003160932471,0.004825956774582118,
2460182.58963896,1.009439201495079,0.004823282021438293,
2460182.5910278447,0.9987194351744202,0.004827366528209382,
2460182.59241673,0.9980846185672079,0.004813237339211908,
2460182.5938056144,1.0017791768209643,0.004816583130122297,
2460182.5951944995,1.0087296583519092,0.00482092144606224,
2460182.596583384,0.9966655322808683,0.00481831371837905,
2460182.597972269,1.005889658405425,0.0048274654021849064,
2460182.599361154,1.0031392650387398,0.004820000449664483,
2460182.600750039,1.0011845624374636,0.004819273546470165,
2460182.6021389235,1.0019179267034493,0.004816217916414683,
2460182.6035278086,1.0053051598412026,0.004819970232733349,
2460182.604916693,1.004356165466218,0.004822493640168104,
2460182.6063055783,1.0007963760305858,0.00481535644019229,
2460182.607694463,1.0059478080504365,0.004823911812767541,
2460182.609083348,0.999272019960404,0.004808081795600996,
2460182.6104722326,0.9954195243992093,0.004807228803614128,
2460182.6118611176,0.9998131183967562,0.004817810799002554,
2460182.6132500023,0.9991822175905549,0.004823787420822096,
2460182.6146388873,0.9976527057157087,0.004813070003982044,
2460182.616027772,0.9925200695407103,0.004809036533150796,
2460182.617416657,1.0009294480016053,0.004814960944290193,
2460182.618805542,1.000075542327835,0.004820873803816608,
2460182.6201944267,1.00254497697199,0.004816556633202123,
2460182.621583312,1.0009321890623128,0.004809110933370003,
2460182.6229721964,0.9910374167512943,0.004812661063829808,
2460182.6243610815,1.0005245541770813,0.004813818835662022,
2460182.625749966,1.0067416061786902,0.004830082658317222,
2460182.627138851,0.9992051250264684,0.004809867466125303,
2460182.6285277363,1.0031781619954478,0.0048226000194289,
2460182.629916621,1.0076280782642013,0.0048224760190635554,
2460182.631305506,1.0001405446246152,0.004816800326551699,
2460182.6326943906,1.0001349972398497,0.004815275513638066,
2460182.6340832757,1.0001851194927889,0.0048271153948378845,
2460182.6354721608,1.003365859390569,0.004819220030523016,
2460182.6368610454,1.0092539188439147,0.004827024874571184,
2460182.6382499305,1.0062273962426127,0.0048216269428776985,
2460182.639638815,0.9975334695749278,0.004814040926842689,
2460182.6410277,1.0035047397997545,0.004816278154486899,
2460182.6424165852,1.0061056800945247,0.004826002524190596,
2460182.64380547,1.0112881122057118,0.0048222090919613145,
2460182.645194355,1.0021468052725346,0.004818005479576145,
2460182.6465832395,0.9965081823435815,0.0048115859153989235,
2460182.6479721246,0.9949716220269159,0.004814243569545002,
2460182.6493610097,1.0069679394771185,0.004822472625369346,
2460182.650749895,0.9959608838889621,0.004818098153533402,
2460182.6521387794,0.9999082070979702,0.004815423008809476,
2460182.6535276645,1.0014037167673717,0.0048167819875502985,
2460182.6549165496,0.9975484148821193,0.004814634431749236,
2460182.656305434,1.0048887144036964,0.004819404725804029,
2460182.6576943193,1.0099263924041815,0.004820411086663823,
2460182.6590832043,0.998811978604977,0.004816539273150975,
