eclipser,tt,tt_err
SimPlanet1,2458479.333199,0.02
SimPlanet1,2458559.333198,0.02
SimPlanet1,2458639.333198,0.02
SimPlanet1,2459039.333198,0.02
SimPlanet1,2459119.333199,0.006944444
SimPlanet1,2459199.333199,0.006944444
SimPlanet1,2459279.333199,0.006944444
SimPlanet1,2459919.333199,0.006944444
SimPlanet1,2459999.333199,0.01
SimPlanet1,2460079.333199,0.006944444
SimPlanet1,2460639.333198,0.006944444
SimPlanet1,2460799.333199,0.006944444
SimPlanet1,2460879.333199,0.006944444
