time,flux,flux_err
3068.7400764351696,1506.9116,6.6100645
3068.7414653029255,1498.6765,6.6040206
3068.74285417068,1499.8999,6.610922
3068.7442430383758,1497.4406,6.6010838
3068.7456319061885,1503.2521,6.6049323
3068.7470207739443,1483.8795,6.5908103
3068.7484096416993,1494.0576,6.5925765
3068.749798509455,1501.5071,6.6068096
3068.75118737721,1497.9852,6.60718
3068.752576245023,1492.4258,6.604209
3068.753965112778,1495.0682,6.5999055
3068.755353980592,1494.2218,6.6103525
3068.756742848347,1496.0336,6.6044793
3068.758131716161,1497.3207,6.607098
3068.759520583974,1505.6232,6.6097894
3068.7609094517866,1492.9265,6.602243
3068.7622983195997,1492.2529,6.6027946
3068.763687187471,1490.1387,6.605952
3068.765076055285,1510.3687,6.620674
3068.7664649230983,1499.3973,6.604126
3068.7678537909696,1500.099,6.618366
3068.769242658783,1495.6053,6.6043077
3068.770631526654,1497.4841,6.61414
3068.7720203945264,1499.0447,6.6138783
3068.773409262398,1493.903,6.593132
3068.77479813027,1500.7954,6.6084847
3068.7761869981423,1492.5479,6.604554
3068.777575866013,1486.6116,6.5921345
3068.778964733884,1486.7145,6.596562
3068.7803536018137,1491.4154,6.6027756
3068.781742469685,1492.4553,6.60445
3068.7831313376146,1490.0546,6.606373
3068.784520205487,1493.474,6.595063
3068.7859090734164,1498.5459,6.615102
3068.787297941346,1492.9365,6.601699
3068.7886868092755,1498.6877,6.608517
3068.790075677206,1486.8346,6.5952177
3068.7914645451356,1495.2448,6.609421
3068.792853413066,1495.7717,6.6095943
3068.7942422810534,1503.9137,6.6200485
3068.795631148983,1497.2997,6.6087685
3068.797020016971,1496.046,6.606937
3068.7984088849007,1486.8567,6.6019764
3068.7997977528885,1489.7925,6.6093764
3068.8011866208763,1489.4678,6.607489
3068.802575488864,1493.1451,6.6090984
3068.803964356852,1503.628,6.610017
3068.8053532248396,1492.9369,6.6014175
3068.8067420928282,1490.9672,6.604534
3068.808130960875,1497.1888,6.6057653
3068.809519828863,1490.873,6.5953064
3068.810908696909,1495.0736,6.601567
3068.8122975648967,1488.0614,6.5984535
3068.8136864329426,1501.0637,6.6130505
3068.8150753009895,1490.7823,6.606267
3068.816464169035,1495.1458,6.610331
3068.8178530370806,1493.6832,6.615813
3068.8192419051275,1492.0708,6.600296
3068.8206307731734,1497.8749,6.612806
3068.8220196412194,1494.3932,6.6161594
3068.8234085093236,1489.158,6.6004796
3068.8247973773705,1493.9572,6.6044
3068.8261862454747,1490.0457,6.5985
3068.8275751135216,1500.7676,6.6069303
3068.8289639816253,1491.6069,6.6042447
3068.8303528497295,1500.0802,6.6055756
3068.831741717834,1500.9269,6.616528
3068.833130585939,1491.732,6.6048465
3068.834519454043,1485.8805,6.594615
3068.835908322205,1486.2035,6.5991917
3068.837297190309,1500.3323,6.6111636
3068.8386860584133,1504.32,6.6188087
